Latitude,Longitude,text,person
25.41531343,51.40871196,Just posted a photo @ Umm Salal Mohd. https://t.co/wpzbvhYLwF,Umm Salal
26.21558607,50.58694421,Just posted a photo @ Adilya https://t.co/mMgF6ezEVo,Bahrain
25.7347,51.5475,Just posted a photo @ Al Dakhirah Al Khawr Qatar https://t.co/BnBzbIJuks,Al Khor
25.28592708,51.42575745,https://t.co/lIzsHD7ECB,Al Rayyan
25.28348229,51.4319594,وينكم https://t.co/D526KH8DrB,Al Rayyan
25.32217587,51.48608908,وينكم 🙄 https://t.co/8tMLrunZgG,Doha
26.22463944,50.58217049,I'm at Manama in Capital Governorate https://t.co/5BulAGNNXI,Bahrain
25.17552307,51.43452899,Just posted a photo @ Sanaya Doha Qatar https://t.co/P4lZi1oXxf,Al Rayyan
26.213,50.6016,Just posted a video @ Juffair Al Manamah Bahrain https://t.co/jNKdmrFqzP,Bahrain
25.17552307,51.43452899,VILLARREAL WIN THE EUROPA LEAGUE 💛#europaleague #uefa#footballfansGLBSports @ Sanaya Doha Qatar https://t.co/XSqP97fEPc,Al Rayyan
25.17552307,51.43452899,GOALKEEPER RULLI DENIED GOALKEEPER DE GEA TO DECIDE THE EUROPA LEAGUE 😱#europaleague #uefa#footballfansGLBSpor… https://t.co/JHCFMDfPVx,Al Rayyan
25.267266,51.530993,Discover hotels around Doha Qatar from 16 EUR per night: https://t.co/kQ382oAkDS https://t.co/d49QovKc5U,Doha
25.267266,51.530993,New landmark created! Discover interesting places around: https://t.co/b3EMpacYr2 https://t.co/NnC8LpDWxV,Doha
26.21438441,50.59200269,Just posted a photo @ Adliya  Kingdom Of Bahrain https://t.co/UQli5h2igT,Bahrain
25.374421,51.466837,I'm at Crazy Cookies in Doha https://t.co/Ma4TR8qddJ https://t.co/JZNXoOZDqC,Doha
25.32024854,51.47414446,I'm at مخبز مدينة خليفة الجنوبية https://t.co/DiYYzclKxD,Doha
25.17552307,51.43452899,Spanish and English teams have dominated the Europa League the last decade 😤#UCL #uefa #footballfans#laligaGLB… https://t.co/4SQ4MATI5S,Al Rayyan
25.267266,51.530993,New landmark created! Discover interesting places around: https://t.co/b3EMpacYr2 https://t.co/7kijY1Q6yU,Doha
25.267266,51.530993,Discover hotels around Doha Qatar from 16 EUR per night: https://t.co/kQ382oAkDS https://t.co/gakYHtPgxX,Doha
25.267266,51.530993,Discover hotels around Doha Qatar from 16 EUR per night: https://t.co/kQ382oAkDS https://t.co/UiA1HeLGSu,Doha
25.267266,51.530993,New landmark created! Discover interesting places around: https://t.co/b3EMpacYr2 https://t.co/aXIprPJpsc,Doha
25.2835,51.5284,We Have Available New Air Conditioner All Brand And With 5year Warranty With Fixing Free Your Naw Call Me 55099731… https://t.co/SjB4NGBxcu,Doha
25.33822057,51.48769885,https://t.co/X1ZrrHHGBG,Doha
25.33845374,51.48344574,https://t.co/hPAHs4tQnh,Doha
25.27872849,51.5084328,Just posted a photo @ Simaisma Beach https://t.co/Q61p13KElg,Doha
26.16020584,50.61067876,Just posted a photo @ سترة https://t.co/UvdvYjpXnd,مملكة البحرين
25.269535,51.212767,CCTV camera original brand and wholesale  sale  Installation and Maintenance Services 📞97450814284 @ Qatar https://t.co/Bz7yQrXvfW,Al Rayyan
25.267266,51.530993,New landmark created! Discover interesting places around: https://t.co/b3EMpacYr2 https://t.co/dwMsemjUB5,Doha
25.267266,51.530993,Discover hotels around Doha Qatar from 16 EUR per night: https://t.co/kQ382oAkDS https://t.co/wKvleR0MW9,Doha
25.267266,51.530993,New landmark created! Discover interesting places around: https://t.co/b3EMpacYr2 https://t.co/0Yro55uQ6C,Doha
25.267266,51.530993,Discover hotels around Doha Qatar from 16 EUR per night: https://t.co/kQ382oAkDS https://t.co/dNslaiz23o,Doha
25.267266,51.530993,Discover hotels around Doha Qatar from 16 EUR per night: https://t.co/kQ382oAkDS https://t.co/wYAoB5wX3p,Doha
25.267266,51.530993,New landmark created! Discover interesting places around: https://t.co/b3EMpacYr2 https://t.co/7mbL8N33Vd,Doha
25.269535,51.212767,CCTV camera original brand and wholesale  sale  Installation and Maintenance Services 📞97450814284 @ Qatar https://t.co/FK0Vz15CzQ,Al Rayyan
25.267258,51.530982,New landmark created! Discover interesting places around: https://t.co/b3EMpacYr2 https://t.co/9nvrOvfwyt,Doha
25.267258,51.530982,Discover hotels around Doha Qatar from 16 EUR per night: https://t.co/Y9YewP1cam https://t.co/IsQOhqn8Z8,Doha
25.93573909,51.470577,I'm the fucking queen of hell 🔥 👑  ././ 📸 by. @sensual.portrait_               @tlanextli_fotografia 💄  by.… https://t.co/z5EBjlejWi,الخور
25.17552307,51.43452899,#europaleague#footballfansGLBSports @ Sanaya Doha Qatar https://t.co/qgbUxZTLxP,Al Rayyan
25.2835,51.5284,اعمال صبغ وديكور @ Doha https://t.co/iQLhuc14Pj,Doha
25.2835,51.5284,اعمال صبغ وديكور70100234 @ Doha https://t.co/TEZ4XNaWUV,Doha
25.266975,51.52994,Discover hotels around Doha Qatar from 72 QAR per night: https://t.co/LkpLk1f0UW https://t.co/ZVTWXspuIo,Doha
25.266975,51.52994,New landmark created! Discover interesting places around: https://t.co/b3EMpacYr2 https://t.co/wcYWGXUUSp,Doha
25.269535,51.212767,CCTV camera original brand and wholesale  sale  Installation and Maintenance Services 📞97450814284 @ Qatar https://t.co/HDDrz4AZBI,Al Rayyan
25.2835,51.5284,It’s been a while Dubai. Can’t wait to see you again. #bvcdubai2021 #weekendtrip #blockadeover… https://t.co/UKuytEDB04,Doha
25.31759715,51.51797828,Just posted a photo @ QP District Project West Bay Doha-Qatar https://t.co/rIqzmeUw1s,Doha
25.27380194,51.53857094,I'm at Ahmad bin Hanbal Independant School https://t.co/4lIB0TCvBT,Doha
25.2835,51.5284,Just posted a photo @ Doha https://t.co/T0qlTIJeQj,Doha
25.2854473,51.5310398,Leonardo DRS is looking for individuals who are team-oriented creative and interested in advancing technology in… https://t.co/OUCIxI8bk1,Doha
25.2835,51.5284,جميع اعمال صيانه المبانيجميع اعمال الصبغ والديكورجميع اعمال الجبس بورد وديكوراته تركيب بلاط وسيراميكطابوك وبلاس… https://t.co/Ds0HW9GPCu,Doha
25.13034442,51.33787498,Just posted a photo @ Middle East https://t.co/cvVf1xPNtH,Al Rayyan
26.2208,50.5849,Just posted a photo @ Manama Bahrain https://t.co/0yc4X65fUk,Bahrain
25.2635594,51.4481163,Just posted a photo @ Khalifa International Stadium https://t.co/O2il9FCixH,Al Rayyan
25.2835,51.5284,اعمال صبغ وديكور @ Doha https://t.co/ECcos6DP4k,Doha
25.2835,51.5284,عمل الألمنيوم الزجاجي @ Doha https://t.co/wwKJWS141B,Doha
25.2835,51.5284,جميع اعمال صيانه المبانيجميع اعمال الصبغ والديكورجميع اعمال الجبس بورد وديكوراته تركيب بلاط وسيراميكطابوك وبلاس… https://t.co/PXNW0qHWOG,Doha
26.2208,50.5849,Just posted a video @ Manama Bahrain https://t.co/DWrp3tJPvZ,Bahrain
25.323674,51.526582,Discover hotels around الدوحة Qatar from 16 EUR per night: https://t.co/w6jXEOaoiZ https://t.co/EfDpwLWBov,Doha
25.323674,51.526582,New landmark created! Discover interesting places around: https://t.co/b3EMpacYr2 https://t.co/UmMDaBDRkX,Doha
25.2835,51.5284,اعمال صبغ وديكور70100234 @ Doha https://t.co/0jz1RZcKQg,Doha
25.2835,51.5284,جميع اعمال صيانه المبانيجميع اعمال الصبغ والديكورجميع اعمال الجبس بورد وديكوراته تركيب بلاط وسيراميكطابوك وبلاس… https://t.co/0AvnipHUMw,Doha
25.2835,51.5284,عمل الألمنيوم الزجاجي70100234 @ Doha https://t.co/dCgdeLVIt0,Doha
25.26703508,51.51479376,Az önce bir fotoğraf paylaştı @ Turkish Hospital Doha https://t.co/NWy54C13dD,الدوحة
25.19907598,51.44671698,I'm at Jumaa Al Marzuqi https://t.co/TXtrKzsAPL,Al Rayyan
25.2835,51.5284,Just posted a photo @ Doha https://t.co/7ivY4itu8r,Doha
24.83606287,50.86785793,Just posted a photo @ Hilton Salwa Beach Resort &amp; Villas https://t.co/EdTxp3Ac8U,Al Rayyan
24.83606287,50.86785793,Just posted a photo @ Hilton Salwa Beach Resort &amp; Villas https://t.co/e3TNeRA8Cp,Al Rayyan
24.83606287,50.86785793,Just posted a photo @ Hilton Salwa Beach Resort &amp; Villas https://t.co/ydnEPY4bSD,Al Rayyan
25.2854473,51.5310398,If you're looking for work in Doha Doha Qatar check out this Audio and Video Equipment Technician job via the li… https://t.co/mEWW32zYjz,Doha
25.323467,51.526465,Discover hotels around الدوحة Qatar from 72 QAR per night: https://t.co/eqsU9PGrWO https://t.co/euBQ3zKHur,Doha
25.323467,51.526465,New landmark created! Discover interesting places around: https://t.co/b3EMpacYr2 https://t.co/BT7YuRegKg,Doha
26.2208,50.5849,Just posted a photo @ Manama Bahrain https://t.co/KU1lugIYrS,Bahrain
25.22872534,51.408839,اعمال صبغ وديكور @ Doha city Qatar https://t.co/5HoLKIraen,Al Rayyan
25.2835,51.5284,اعمال صبغ وديكور @ Doha https://t.co/mThjMwhGyj,Doha
25.2835,51.5284,عمل الألمنيوم الزجاجي @ Doha https://t.co/7PLfaqVRAU,Doha
25.17552307,51.43452899,Just posted a photo @ Sanaya Doha Qatar https://t.co/q20bbiSbjY,Al Rayyan
25.2854473,51.5310398,We're hiring in Doha Doha Qatar! Click the link in our bio to apply to this job and more: CTSS IV - Telephone Tec… https://t.co/iQxQoiVrZT,Doha
25.2835,51.5284,Just posted a photo @ Doha https://t.co/kgqFywNKS1,الدوحة
25.33435636,51.46633553,With my former colleague Zaid! @ LandMark Doha https://t.co/uaXdlLCLP8,Doha
25.323587,51.5264,New landmark created! Discover interesting places around: https://t.co/b3EMpacYr2 https://t.co/9XbpavRbxz,Doha
25.323587,51.5264,Discover hotels around الدوحة Qatar from 16 EUR per night: https://t.co/0QdtWiKR5I https://t.co/kNbIL4jCUF,Doha
25.2835,51.5284,Just posted a video @ Doha https://t.co/Ec6ANRLO5P,Doha
25.17552307,51.43452899,Just posted a photo @ Sanaya Doha Qatar https://t.co/L0um4d8ZOU,Al Rayyan
25.2835,51.5284,Just posted a video @ Doha https://t.co/IoMTsKomq8,Doha
25.37108741,51.47060723,تم نشر صورة @ Qatar Handball Association Complex https://t.co/FRGvOfn2bA,الدوحة
25.2835,51.5284,Just posted a photo @ Doha https://t.co/k78MC85rAO,Doha
25.37108741,51.47060723,تم نشر صورة @ Qatar Handball Association Complex https://t.co/UlU8JLF4Rx,الدوحة
25.37108741,51.47060723,تم نشر صورة @ Qatar Handball Association Complex https://t.co/9uiJ6cBeHe,الدوحة
25.37108741,51.47060723,تم نشر صورة @ Qatar Handball Association Complex https://t.co/lGI64a3jCx,الدوحة
25.2835,51.5284,It's time!Sundoin na natin ang batang makulit.⌚@guess watchThanks @ralphbaricauasa uulitin! #momduty❤️ @ Doha https://t.co/lpxvoS1CnZ,Doha
25.17552307,51.43452899,Just posted a photo @ Sanaya Doha Qatar https://t.co/bZgdrcEG5p,Al Rayyan
26.2208,50.5849,Just posted a photo @ Manama Bahrain https://t.co/mWavfxnQT1,Bahrain
26.2208,50.5849,Just posted a photo @ Manama Bahrain https://t.co/lnnmmwd2Wh,Bahrain
25.1149594,51.3448006,Want to work in #AlUdeid? View our latest opening: https://t.co/vjv5D4xxK0 #Government,Al Rayyan
25.295681,51.514826,New landmark created! Discover interesting places around: https://t.co/b3EMp9Vn2s https://t.co/RZYA3Uy18F,Doha
25.295681,51.514826,Discover hotels around Doha Qatar from 16 EUR per night: https://t.co/2XVgJSUqov https://t.co/MDeqbryVHD,Doha
25.3308,51.518469,Acaba de publicar una foto en Embajada De México En Doha https://t.co/B6zj0pS1co,الدوحة
25.2835,51.5284,Just posted a video @ Doha https://t.co/3w7Rw564w3,Doha
25.36091401,51.52741047,Just posted a photo @ Katara Art Centre https://t.co/tKmCrsy8IV,Doha
26.2363322,50.59272299,Spend quality time at home Shop Online with free deliveryFree Delivery Is AvailableContact Us Through WhatsApp… https://t.co/ZeXPbIy6mC,Bahrain
26.2363322,50.59272299,Spend quality time at home Shop Online with free deliveryFree Delivery Is AvailableContact Us Through WhatsApp… https://t.co/cHrYSZu8Hs,Bahrain
26.2363322,50.59272299,Just posted a photo @ GOSI Commercial Complex https://t.co/cUGuBwluHh,Bahrain
26.2363322,50.59272299,Spend quality time at home Shop Online with free deliveryFree Delivery Is AvailableContact Us Through WhatsApp… https://t.co/Bxr1AXYArB,Bahrain
26.2363322,50.59272299,Just posted a photo @ GOSI Commercial Complex https://t.co/RFV3tzaDA5,Bahrain
25.267246,51.531006,New landmark created! Discover interesting places around: https://t.co/b3EMpacYr2 https://t.co/L43xQzqeSF,Doha
25.267246,51.531006,Discover hotels around Doha Qatar from 16 EUR per night: https://t.co/1csr3lwy2E https://t.co/n5THUUb7DX,Doha
26.2363322,50.59272299,Spend quality time at home Shop Online with free deliveryFree Delivery Is AvailableContact Us Through WhatsApp… https://t.co/sfcgfeCsdV,Bahrain
26.2363322,50.59272299,Just posted a photo @ GOSI Commercial Complex https://t.co/ZkPqI1UCkT,Bahrain
26.21558607,50.58694421,Just posted a photo @ Adilya https://t.co/XryMDa1L3f,Bahrain
25.267248,51.531156,Discover hotels around Doha Qatar from 16 EUR per night: https://t.co/q0PNrNAH7D https://t.co/yz28kty2U3,Doha
25.267248,51.531156,New landmark created! Discover interesting places around: https://t.co/b3EMpacYr2 https://t.co/QGZDivjjJm,Doha
25.2835,51.5284,sige magtext lang kayo ng mga sale at promo di nyo ako matutukso 🤣🙈😜🤦‍♀️😂#salepamore #monthendsale… https://t.co/p8eV5vk90E,Doha
25.22872534,51.408839,تم نشر فيديو @ Doha city Qatar https://t.co/3MFEOStOqq,Al Rayyan
25.22872534,51.408839,تم نشر فيديو @ Doha city Qatar https://t.co/KMjEWfWScF,Al Rayyan
25.2835,51.5284,Just posted a video @ Doha https://t.co/JR2XEy3yxE,Doha
25.38600984,51.44189816,#cars #Doha #subarugang @ Doha Festival City https://t.co/NBPaQFDcvs,Al Dhaayen
26.21558607,50.58694421,Just posted a photo @ Adilya https://t.co/wDzdTZaId0,Bahrain
25.269535,51.212767,#جمعة_مباركة #جمعة_طيبة#الفا_للقوى_العاملة #الاستقدام#قطاع_الاعمال #الشركات #السعودية #قطر#الامارات #مسقط… https://t.co/ltCEq5ve5O,Al Rayyan
25.2835,51.5284,Just posted a video @ Doha https://t.co/E8M1U0HvTJ,Doha
26.21438441,50.59200269,Lobster 😋👌🍕🥂 #lobsterpizza #pizzalovers #pizzaiolo #pizzamania #pizzabahrain #pizzachefs #pizzaarabia #338… https://t.co/uqMbfSGiub,Bahrain
25.22872534,51.408839,جميع اعمال صيانه المبانيجميع اعمال الصبغ والديكورجميع اعمال الجبس بورد وديكوراته تركيب بلاط وسيراميكطابوك وبلاس… https://t.co/dLOUmPrFHX,Al Rayyan
25.22872534,51.408839,اعمال صبغ وديكور @ Doha city Qatar https://t.co/FBOqdzB8MY,Al Rayyan
25.267224,51.531013,Discover hotels around Doha Qatar from 16 EUR per night: https://t.co/XORUARlFJS https://t.co/b4NFz4txCy,Doha
25.267224,51.531013,New landmark created! Discover interesting places around: https://t.co/b3EMpacYr2 https://t.co/RuVTBjiJ42,Doha
25.2835,51.5284,جميع اعمال صيانه المبانيجميع اعمال الصبغ والديكورجميع اعمال الجبس بورد وديكوراته تركيب بلاط وسيراميكطابوك وبلاس… https://t.co/YMuEa9kVDo,Doha
25.17070915,51.61014384,Just posted a photo @ Souq wakra https://t.co/zxxM4kEabv,Al Wakra
25.2491,51.5538,This is at Artic.. Between Russia n canada.. Moon appears this big and disappears in about 30 seconds.. What a sigh… https://t.co/upR8HsOP13,Doha
25.2835,51.5284,اعمال صبغ وديكور @ Doha https://t.co/0tVHfTum0J,Doha
25.13217906,51.61783909,Just posted a video @ Al Wakra Family Beach https://t.co/P89wAAh3KQ,Al Wakra
24.86167429,51.51437759,Just posted a video @ Sealine Beach Resort - Meesaied South of Qatar https://t.co/4lvHklDqVi,الوكرة
25.267216,51.531065,Discover hotels around Doha Qatar from 16 EUR per night: https://t.co/vjlliqIt6M https://t.co/mgf7Wdv2hu,Doha
25.267216,51.531065,New landmark created! Discover interesting places around: https://t.co/b3EMpacYr2 https://t.co/Jf7gLFbVxU,Doha
25.22872534,51.408839,عمل الألمنيوم الزجاجي @ Doha city Qatar https://t.co/Bm0js9JWHp,Al Rayyan
26.21558607,50.58694421,Just posted a photo @ Adilya https://t.co/k66Ec3biMf,Bahrain
25.267253,51.530993,Discover hotels around Doha Qatar from 16 EUR per night: https://t.co/IkhBhMmrkw https://t.co/RXZMa2EpcL,Doha
25.267253,51.530993,New landmark created! Discover interesting places around: https://t.co/b3EMpacYr2 https://t.co/JSz4SWBJ9K,Doha
25.269535,51.212767,Just posted a photo @ Qatar https://t.co/YU4Rv66jJA,Al Rayyan
25.269535,51.212767,Just posted a photo @ Qatar https://t.co/IKnvnH0CsU,Al Rayyan
25.2835,51.5284,Just posted a photo @ Doha https://t.co/WdauFVERkG,Doha
25.27833333,51.51361111,Happy weekend friends! @ Bin Mahmoud https://t.co/jBljm74yLW,Doha
25.267251,51.531072,Discover hotels around Doha Qatar from 16 EUR per night: https://t.co/Ptz6Tn9m7f https://t.co/NZyJ2965gq,Doha
25.267251,51.531072,New landmark created! Discover interesting places around: https://t.co/b3EMpacYr2 https://t.co/lQCXZNQs0i,Doha
25.267174,51.531319,New landmark created! Discover interesting places around: https://t.co/b3EMpacYr2 https://t.co/CytecP0ZYN,Doha
25.267174,51.531319,Discover hotels around Doha Qatar from 16 EUR per night: https://t.co/cf0ewnNE8h https://t.co/aj7NvOLFCG,Doha
25.267281,51.530978,New landmark created! Discover interesting places around: https://t.co/b3EMpacYr2 https://t.co/0r6gCsxqbv,Doha
25.267281,51.530978,Discover hotels around Doha Qatar from 16 EUR per night: https://t.co/Myz3PDL4KE https://t.co/giUeedtWYe,Doha
25.26200548,51.61304052,Off to visit family. (@ Hamad International Airport - @hiaqatar in Doha Baladīyat ad Dawḩah) https://t.co/wy07dQOb7E,Doha
26.22595834,50.58870768,Just posted a photo @ Kingdom of Bahrain https://t.co/MLTsGuJpYu,Bahrain
25.267272,51.530995,New landmark created! Discover interesting places around: https://t.co/b3EMpacYr2 https://t.co/YVi7PitLXK,Doha
25.267272,51.530995,Discover hotels around Doha Qatar from 16 EUR per night: https://t.co/Sb3HB8PWpk https://t.co/GRVEx8lrgL,Doha
25.26270072,51.61311597,Sense of perspective @ Hamad International Airport https://t.co/YzVXI092LT,Doha
25.267183,51.531251,New landmark created! Discover interesting places around: https://t.co/b3EMpacYr2 https://t.co/2yhxyVQH2I,Doha
25.267183,51.531251,Discover hotels around Doha Qatar from 16 EUR per night: https://t.co/MWmI97K5eP https://t.co/kjiak5LGIN,Doha
25.29725403,51.64586695,كل اللي مضى ما هو عمر، ابتدآ عمري من لمحتك🤍. @ Banana Island Resort Doha by Anantara https://t.co/YQUPfXfOyv,no place
25.29486587,51.53921217,Just posted a video @ Museum of Islamic Art (MIA) https://t.co/Nl17KMsRNA,Doha
26.1498,50.5829,حساب وهمي آخر ،، report لاهنتوا متابعيني. @ Sanad Bahrain https://t.co/f2kQ7vX4Sk,Bahrain
25.26454291,51.52601474,Starting today dine-in is allowed at all restaurants/cafe for full vaccinated customers only😎#covid19qatar🇶🇦… https://t.co/g9WUOpKhuB,Doha
25.29486587,51.53921217,Beauty of Doha never stops to amaze me ! #Doha #Qatar #Morning #MorningRoutine #missionimprovement #improvement… https://t.co/O85thrs57c,Doha
25.29837636,51.54926327,Last weekend... Fish buying and marina walk #TheyGrowFast #SummerIsComing #OurQuarantineStory… https://t.co/ZWqQLt1bPO,Doha
26.26281142,50.60136457,Just posted a photo @ King Hamad University Hospital https://t.co/ZaqXIvL45K,Bahrain
25.29486587,51.53921217,Just posted a video @ Museum of Islamic Art (MIA) https://t.co/W85tWEUXu7,Doha
25.26719,51.531335,New landmark created! Discover interesting places around: https://t.co/b3EMpacYr2 https://t.co/FaicPJWW8n,Doha
25.26719,51.531335,Discover hotels around Doha Qatar from 16 EUR per night: https://t.co/DkdnRzKRV5 https://t.co/yWLJxOcDg3,Doha
25.267183,51.531315,New landmark created! Discover interesting places around: https://t.co/b3EMpacYr2 https://t.co/7R1rFHGe72,Doha
25.267183,51.531315,Discover hotels around Doha Qatar from 16 EUR per night: https://t.co/J03qJfQnwP https://t.co/MJJSeCPUxB,Doha
25.37760444,51.42076798,मुठ्ठियों में क़ैद हैं जो खुशियाँ वो बांट दो यारोये हथेलियां तो इक दिन वैसे भीखुल ही जानी हैं!… https://t.co/34Wgebzmdo,Umm Salal
25.37950644,51.53179318,Doha Diamond League tonight at 16:58 CET (Swedish time) 🙌🏼..I’m not ready at all 😅 But sometimes you just have t… https://t.co/XdUNHNg4yr,Doha
25.21262,51.522759,I'm at maronite church https://t.co/waA7vq1xZx,Al Rayyan
25.21329827,51.52171977,I'm at Our Lady Of The Rosary Church in Doha Ad Dawhah https://t.co/ldz1zrRvNW,Al Rayyan
26.21297037,50.61789717,Hot outside! ☀️ #loveyourselfmore @ Juffair Kingdom Of Bahrain https://t.co/VvflnoKGDL,Bahrain
25.2835,51.5284,Just posted a photo @ Dohaqatar https://t.co/oqmkuwo3qi,Doha
25.28329399,51.49612409,Me time…💆🏻‍♂️ (@ Millennium Hotel Doha - @millenniumdoha in Doha) https://t.co/qVMWoowqwH,Doha
25.25836797,51.50210142,I'm at جامع العسيري in الدوحة https://t.co/Vtj1VHcASt,Al Rayyan
25.254676,51.509682,I'm at Royal Thai Man Spa in Doha https://t.co/japkLNs67c,Doha
25.26258283,51.50139317,I'm at Zanjabeel زنجبيل للحلويات https://t.co/PFju8ns7uY,Doha
25.25409508,51.50508881,I'm at Busamra park https://t.co/EEbECeyAOQ,Al Rayyan
26.2208,50.5849,Stay safe everyone!📸 @aditya02may ...#bahrain #manama #photography #bahrainphotographer #bahrainphotography… https://t.co/1Ja5PrjWqf,Bahrain
25.26728,51.530984,New landmark created! Discover interesting places around: https://t.co/b3EMpacYr2 https://t.co/4chlNrtWsj,Doha
25.26728,51.530984,Discover hotels around Doha Qatar from 16 EUR per night: https://t.co/M4SdXlRTJ4 https://t.co/0czMOXEIVl,Doha
25.2854473,51.5310398,"Don't submit then quit. Apply for jobs like ""Senior IT Support Technician"" at Leonardo DRS then look for people yo… https://t.co/RDuO5CCmQw",Doha
25.26527228,51.4995185,I'm at Papa John's Pizza in Doha Ad Dawhah https://t.co/aY2xNbnlZp,Doha
25.26743597,51.49664607,I'm at Segafredo Zanetti in Doha https://t.co/uJvc3qLIj2,Doha
25.2654219,51.49853974,I'm at Hediard Café https://t.co/0skFlzNDfq,Doha
25.28735328,51.52715665,I'm at Doha in Baladīyat ad Dawḩah https://t.co/NUQpRSHIqV,Doha
25.26573531,51.50005369,I'm at الحتة الزحمة بتاعة طريق سلوي https://t.co/xB8BK7uQKi,Doha
25.26568237,51.49992985,I'm at Deccan Deewan Restaurant in Doha Qatar https://t.co/WoUYDDp7J6,Doha
25.2835,51.5284,اعمال صبغ وديكور @ Doha https://t.co/76J7hvA9LO,Doha
26.2144685,50.6065198,Light angles. @ Manama Behrain https://t.co/zJNDNB03yV,Bahrain
25.2835,51.5284,عمل الألمنيوم الزجاجي @ Doha https://t.co/uNbUZMNhBv,Doha
25.32091569,51.52925763,Had a nice date with my favorite treadmill this morning! #riseandgrind #sweatyselfie #morningrun #gymrat #doha… https://t.co/Y28FRkVr3O,Doha
25.17552307,51.43452899,#mancity #premierleague#footballfansGLBSports @ Sanaya Doha Qatar https://t.co/2lWbPE7YrJ,Al Rayyan
25.31711225,51.50506936,تقبل الله طاعتكم بكل خير.#جمعه_مباركه @ مسجد الامام محمد بن عبد الوهاب https://t.co/CvLqgEcHFk,الدوحة
25.31711225,51.50506936,تقبل الله طاعتكم بكل خير.#جمعة_مباركة_معطرة_بذكر_الرحمن_وقراءة_سورة_الكهف_والصلاة_على_محمد_صل_الله_عليه_وسلم @ مسج… https://t.co/NJUrd9QbRr,الدوحة
25.25327875,51.55898977,#smokieshot @brookscafeqatar #foodstagram #qatarfood @ Brooks Cafe Qatar https://t.co/YlyjT4Fyq8,Doha
26.2208,50.5849,Just posted a video @ Manama Bahrain https://t.co/qKImCJm3v7,Bahrain
25.30284125,51.47532846,Just posted a photo @ Al Messila a Luxury Collection Resort &amp; Spa Doha https://t.co/93MUO1qWl5,Doha
25.17552307,51.43452899,OFFICIAL: Juventus confirm Andrea Pirlo has been sacked as head coach after one season in charge#juventus #seriea… https://t.co/p2Loj6Iksa,Al Rayyan
25.32617484,51.54020533,I'm at Hilton in Doha https://t.co/ksxxILrWYp,Doha
